Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Aanbieding (product.metafields.custom.aanbieding),Aantal Spelers (product.metafields.custom.aantal_spelers),Aantal speler 2 (product.metafields.custom.aantal_speler_2),Aantal Stukjes (product.metafields.custom.aantal_stukjes),Activiteit (product.metafields.custom.activiteit),Demospel (product.metafields.custom.demospel),Inhoud doos (product.metafields.custom.inhoud_doos),Leeftijd (product.metafields.custom.leeftijd),Moeilijkheidsgraad (product.metafields.custom.moeilijkheidsgraad),Soort Product (product.metafields.custom.soort_product),Type Spel (product.metafields.custom.soort_spel),Spelduur (product.metafields.custom.spelduur),Spelmechanisme (product.metafields.custom.spelmechanisme),Taal (product.metafields.custom.taal),Thema (product.metafields.custom.thema),Type Accessoires (product.metafields.custom.type_accessoires),Uitgever (product.metafields.custom.uitgever),Weetjes (product.metafields.custom.weetjes),Wereld (product.metafields.custom.wereld),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Aantal productbeoordelingen (product.metafields.reviews.rating_count),Leeftijdsgroep (product.metafields.shopify.age-group),Leeftijdsbeperkingen (product.metafields.shopify.age-restrictions),Kenmerken spelbord (product.metafields.shopify.board-game-features),Bordspelmechanismen (product.metafields.shopify.board-game-mechanics),Type bouwspeelgoed (product.metafields.shopify.building-toy-type),Kleur (product.metafields.shopify.color-pattern),Behendigheidsvaardigheden (product.metafields.shopify.dexterity-skills),Dobbelsteenvorm (product.metafields.shopify.dice-shape),Materiaal versiering/rand (product.metafields.shopify.embellishment-trim-material),Evenementtype (product.metafields.shopify.event-type),Moeilijkheidsgraad spel (product.metafields.shopify.game-difficulty),Gameplay-vaardigheden (product.metafields.shopify.gameplay-skills),Puzzelthema (product.metafields.shopify.puzzle-theme),Type puzzel (product.metafields.shopify.puzzle-type),Aanbevolen leeftijdsgroep (product.metafields.shopify.recommended-age-group),Thema (product.metafields.shopify.theme),Materiaal speelgoed/spel (product.metafields.shopify.toy-game-material),Aanvullende producten (product.metafields.shopify--discovery--product_recommendation.complementary_products),Gerelateerde producten (product.metafields.shopify--discovery--product_recommendation.related_products),Gerelateerde productinstellingen (product.metafields.shopify--discovery--product_recommendation.related_products_display),Productboosts zoeken (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Nederland,Price / Nederland,Compare At Price / Nederland,Included / Belgie,Price / Belgie,Compare At Price / Belgie,Included / Internationaal,Price / Internationaal,Compare At Price / Internationaal,Status
similo-wilde-dieren-kaartspel,Similo: Wilde Dieren - Kaartspel,"<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Het snelle deductiespel, nu met wilde dieren!</b></p>
<p data-mce-fragment=""1""><b data-mce-fragment=""1"">Werk samen</b><span data-mce-fragment=""1""> </span>om het juiste wilde dier uit een groep van 12 kaarten te achterhalen! De<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">spelleider</b><span data-mce-fragment=""1""> </span>geeft<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">hints<span data-mce-fragment=""1""> </span></b>door nieuwe kaarten te laten zien. De spelleider mag alleen aangeven wat zijn gespeelde kaart gemeen heeft met de kaarten die de raders moeten verwijderen. Vervolgens wijs je dieren aan, waarmee je de kaarten verwijdert waarvan jij denkt dat deze niet de juiste dieren zijn. Als je een hint verkeerd opvat en per ongeluk het juiste dier aanwijst, ben je af.</p>
<p data-mce-fragment=""1"">De spelregels bevatten ook een<span data-mce-fragment=""1""> </span><b data-mce-fragment=""1"">variant voor gevorderde spelers</b><span data-mce-fragment=""1""> </span>waarin de spelleider zijn kaart ook verticaal mag spelen om aan te geven dat het gespeelde dier juist verschilt van de te verwijderen dieren. Daardoor wordt het uitdagender voor de raders om de tips goed te interpreteren, maar is het spel wel iets makkelijker te winnen.</p>",999Games,,Gezelschapsspel,"Coöperatief, Dieren, Kaarten, Kaartspel, Onderzoeken, Partyspel, Samenwerken, Test je kennis",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Similo1.png?v=1698302133,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers
6 spelers
7 spelers
8 spelers",2 tot 8 spelers,,"Onderzoeken
Samenwerken",,,7+,Makkelijk,,Kaartspel,±15 minuten,"Coöperatief
Test je kennis",Nederlands,"Dieren
Partyspel",,999Games,"'- Makkelijk te leren
- Overal te spelen
- Prachtige illustraties
- Alle delen van Similo zijn met elkaar te combineren",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
similo-wilde-dieren-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Similo2.png?v=1698302133,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
similo-wilde-dieren-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Similo3.png?v=1698302133,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
similo-wilde-dieren-kaartspel,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Similo4.png?v=1698302133,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sixto,Sixto - Dobbelspel,"<span data-mce-fragment=""1"">6 dobbelstenen = 6 keuzes. Kruis zoveel mogelijk getallen aan en eindig het spel snel óf ga voor bonuspunten en het vermijden van strafpunten. In SIXTO ontvang je punten voor het aantal kruisjes in zowel de rijen als in de kolommen. Elke ronde mag je maximaal 6 kruisjes zetten en dat lijkt op het eerste gezicht het meest logisch om te doen. Maar als je aan het einde van het spel in een rij of kolom maar 1 kruisje hebt gezet, krijg je strafpunten! In SIXTO ben je continu op zoek naar de juiste balans tussen de juiste kruisjes zetten en de voortgang op je scoreblad. Kruis de meeste getallen aan, zonder dat je punten verliest!</span>",White Goblin Games,,Gezelschapsspel,"Abstract, demo, Dobbelen, Roll & Write, Verzamelen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Sixto_1.png?v=1707567636,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers
5 spelers
6 spelers",1 tot 6 spelers,,Verzamelen,,,8+,Makkelijk,,Roll/Flip & Write,±15 minuten,Dobbelen,Nederlands,Abstract,,White Goblin Games,'- Van de auteur van Qwixx,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sixto-scoreblok,Sixto Scoreblok,"<div class=""info"">
<div class=""view"">
<p>Scorebloks op? Geen probleem!</p>
<p>1 extra scoreblok met 80 dubbelzijdige scorebladen.</p>
<p>Eindeloos speelplezier!</p>
</div>
</div>
<div class=""info""></div>
<!---->",White Goblin Games,Uncategorized,Gezelschapsspel,"Abstract, Dobbelen, Roll & Write, Verzamelen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sixto-scorebloks.jpg?v=1718285374,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers
5 spelers
6 spelers",1 tot 6 spelers,,Verzamelen,,,8+,Makkelijk,,Roll/Flip & Write,±15 minuten,Dobbelen,Nederlands,Abstract,,White Goblin Games,'- Van de auteur van Qwixx,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sixto-scoreblok,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/sixto-scorebloks-2.png?v=1718285374,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-bo,Skip-Bo,"<span data-mce-fragment=""1"">Skip-Bo is het ultieme kaartspel van de makers van UNO! ​Spelers moeten strategisch denken om stapels kaarten op volgorde te leggen (2, 3, 4, 4...). De speler die als eerste al zijn kaarten kwijt is, heeft gewonnen. Als iedere speler zijn eigen stapel kaarten heeft, begint het spel door kaarten van de stok te pakken en tot vier ""bouwstapels"" met kaarten te maken. Als het spel vastloopt, mag je de Skip-Bo kaart spelen. Een Skip-Bo kaart is een keuzekaart en mag als ieder cijfer worden gebruikt. Zet de kaart op het juiste moment in! De speler die als eerste alle kaarten van de Skip-Bo stok kwijtspeelt, wint het spel!</span>",Boosterbox,,Gezelschapsspel,"Competitie, demo, Kaartspel, Partyspel",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/MAT-52370-1-MAT-52370_1.jpg?v=1695733907,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers",2 tot 4 spelers,,Competitie,,,7+,Gemiddeld,,Kaartspel,±15 minuten,Set collection,Nederlands,Partyspel,,Mattel,'- Voor liefhebbers van UNO,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
skip-bo,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/MAT-52370-2-5011363523704_2_1.jpg?v=1695733908,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skip-bo,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/MAT-52370-4-5011363523704_4_1.jpg?v=1695733907,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skyjo,Skyjo,,Geronimo Games,,Gezelschapsspel,demo,,Title,Default Title,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sky-team-bordspel-nl,Sky Team - Bordspel (NL),"<p class=""MsoNormal"">In het Sky Team bordspel nemen twee spelers de rol aan van een piloot en co-piloot die samen een passagiersvliegtuig moeten besturen en veilig laten landen op verschillende luchthavens wereldwijd. Dit coöperatieve spel biedt een unieke en uitdagende ervaring voor luchtvaartliefhebbers en spelletjesliefhebbers.</p>
<h2 class=""MsoNormal"">Samenwerking en strategie in de cockpit</h2>
<p class=""MsoNormal"">Om succesvol te landen, moeten jullie nauw samenwerken en elkaars acties interpreteren zonder te communiceren. Jullie moeten de verkeerstoren contacteren om de aanvliegroute vrij te maken, de snelheid aan te passen, het vliegtuig in balans te brengen, de kleppen en landingsgestel te bedienen en te remmen om tot stilstand te komen. Elke beslissing vereist strategisch inzicht en stalen zenuwen.</p>
<h2 class=""MsoNormal"">Uitdagende scenario's en luchthavens</h2>
<p class=""MsoNormal"">Met 11 verschillende luchthavens en 21 spannende scenario's, gebaseerd op realistische landingsomstandigheden zoals wind, brandstoflekkage, verkeer of ijs, biedt het Sky Team spel een gevarieerde en uitdagende spelervaring. Elke luchthaven heeft zijn eigen unieke uitdagingen, waardoor geen enkele landing hetzelfde is.</p>
<h2 class=""MsoNormal"">Exclusief ontwerp voor twee spelers</h2>
<p class=""MsoNormal"">Sky Team is exclusief ontworpen voor twee spelers die samenwerken als een team. Hoewel het spel coöperatief is, moeten jullie veel individuele beslissingen nemen zonder te communiceren of elkaars dobbelstenen te zien. Een teamspel waar je dus individueel ook uitgedaagd wordt. De relatief eenvoudige spelregels contrasteren met de complexe besluitvorming.</p>
<h2 class=""MsoNormal"">Waarom zou je het Sky Team bordspel moeten kopen?</h2>
<p class=""MsoNormal"">Als je op zoek bent naar een unieke, coöperatieve spelervaring die samenwerking, strategie en stalen zenuwen vereist, is het Sky Team bordspel van 999 Games de perfecte keuze. Met zijn realistische scenario's, uitdagende gameplay en exclusieve ontwerp voor twee spelers, biedt dit spel een onvergetelijke ervaring voor luchtvaartliefhebbers en spel enthousiasten.</p>
<h2 class=""MsoNormal"">Sky Team kopen bij De Dwalende Dwerg</h2>
<p class=""MsoNormal"">Sky Team the board game is nu verkrijgbaar in het Nederlands. De eerste oplage van deze Nederlandse versie wordt exclusief aangeboden. De Dwalende Dwerg is een van de enige webshops waar Sky Team nu al te bestellen is! Wij zijn dan ook blij om dit unieke spel aan te kunnen bieden als een van de eerste verkooppunten, zowel in onze winkel als online. Wees er snel bij, want de eerste oplage is gelimiteerd en biedt een zeldzame kans om als één van de eersten deze uitdagende luchtvaartervaring te beleven.</p>
<!---->",999Games,Toys & Games > Games > Board Games,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, demo, Dobbelen, Kerst24, realistisch, Samenwerken",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Skyteam.webp?v=1718116233,1,,,,,,,,,,,,,,,,,"2 spelers
Duel ",2 spelers,,Samenwerken,,,12+,Gemiddeld,,Bordspel,±20 minuten,"Coöperatief
Dobbelen",Nederlands,"Avontuur
Realistisch",,999Games,"'- Grote hit van Spiel
- Spannend en Coöperatief voor 2
",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sky-team-bordspel-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Sky_Team_Lifestyle.png?v=1718116234,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-team-bordspel-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/Sky_Team_Lifestyle_2.png?v=1718116234,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-team-bordspel-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SkyTeam_sfeerfoto5.png?v=1718116234,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-team-bordspel-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SkyTeam_speelsituatie.png?v=1718116234,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-team-bordspel-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SkyTeam_sfeerfoto2.png?v=1718116234,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sky-team-bordspel-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SkyTeam_speelmateriaalmetdoos.png?v=1718116234,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slap-it,Slap it!,"<p><span>A portal to another dimension has opened, and monsters are pouring out. What do you do when you encounter a monster? Slap it! In Slap It!, players race to be the first to slap the correct monster, but that's not always as easy as it seems. With new monsters coming out of the portal, and the dice changing the rules, you need to stay on your toes and be lightning fast. </span></p>
<p><span>And if you see a monster coming, slap it! The player with the dice rolls them within view of all players. The dice will refer to one of the face-up cards on the table. The first person to slap the correct card takes it, and a new card is turned face-up from the deck to replace it. The dice are then passed to the next player in clockwise order, and the same process is repeated. When only two monster cards remain on the table, the game ends. Players count up the monster cards that they have taken, and the player with the most cards wins. In the event of a tie, the tied player with the single highest monster card win!</span></p>",Asmodee,,Gezelschapsspel,"Competitie, Fantasie, Fantasy, Kaartspel, Reactievermogen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/ezgif-5-ff75095cff_1.jpg?v=1683809194,1,,,,,,,,,,,,,,,,,"2 spelers
3 spelers
4 spelers
5 spelers
6 spelers
7 spelers
8 spelers",2 tot 8 spelers,,Competitie,,,6+,Makkelijk,,Kaartspel,±15 minuten,Reactievermogen,Engels,Fantasy,,Renegade,"'- Rol de dobbelsteen en sla het monster!
- Kinderen kunnen het spelen zonder volwassenen",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
slay-the-spire-the-board-game-eng,Slay the Spire: The Board Game (ENG),"<div class=""vc_col-sm-6 wpb_column vc_column_container"">
<div class=""vc_column-inner"">
<div class=""wpb_wrapper"">
<div class=""wpb_text_column"">
<div class=""wpb_wrapper"">
<p><strong>Slay the Spire</strong><span> </span>is a cooperative deckbuilding adventure. Craft a unique deck, encounter bizarre creatures, discover relics of immense power, and finally become strong enough to Slay the Spire.</p>
</div>
</div>
</div>
</div>
</div>
<!---->",Intrafin,Toys & Games > Games > Board Games,Gezelschapsspel,"Bordspel, Coöperatief, Deckbuilding, Expeditie, Fantasy, Samenwerken, Videogame",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/2274357-thickbox_default.jpg?v=1722432692,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,Samenwerken,,,12+,Gemiddeld,,Bordspel,±90 minuten,"Deckbuilding
Coöperatief",Engels,"Videogame
Fantasy
Expeditie",,Contention Games,"'- Bordspel van de gelijknamige videogame
- Makkelijk Deck-Building mechanisme",,,,,,,cooperatief; deck-building; avontuur-en-reizen,,oranje,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-distant-skies-collectors-edition-nl,Sleeping Gods: Distant Skies Collectors Edition (NL),"<p>San Francisco, 1937. Je vrachtvliegtuig vliegt door een portaal en voert je naar een ruig landschap vol<br>bizarre wezens, sluwe goden en onbekende gevaren. Kun jij de weg terug vinden voordat het portaal zich sluit?</p>
<p>Sleeping Gods: Distant Skies is een op zichzelf staand vervolg dat zich afspeelt in de wereld van Sleeping Gods. Hoewel het voortbouwt op verhaalelementen uit het eerste spel hoef je Sleeping Gods niet gespeeld te hebben om van dit vervolg te genieten. Het spel bevat nieuwe personages en verhalen; concepten uit het originele spel worden uitgelegd wanneer je deze tegenkomt. Wij geven de collector’s edition uit, die ook de Thunderstorm Isle uitbreiding bevat, naast enkele deluxe upgrades zoals miniaturen voor alle karakters, een geschilderde vliegtuigmini en metalen tokens.</p>",Keep Exploring Games,Uncategorized,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, Expeditie, Fantasy, Samenwerken, Sprookjeswereld, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/KEG_KEM_Distant-Skies_Box_Front_1.webp?v=1730988454,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Verhaal vertellen
Samenwerken",,,14+,Expert,,Bordspel,±120 minuten,Coöperatief,Nederlands,"Avontuur
Expeditie
Fantasy
Sprookjeswereld",,Red Raven Games,"'- Het vervolg op het fantastische Sleeping Gods.
- Vernieuwde mechanics en een diepgaand verhaal.",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-distant-skies-collectors-edition-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/KEG_KEM_Distant-Skies_Box_Back_1.webp?v=1730988454,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sleeping-gods-distant-skies-en,Sleeping Gods: Distant Skies - Bordspel (ENG),"<p><span>San Francisco, 1937: Your cargo plane flies through a portal in the sky, transporting you to a rugged landscape filled with bizarre creatures, scheming gods, and untold dangers. But can you find your way back before the portal closes? Sleeping Gods: Distant Skies is a standalone sequel set in the world of Sleeping Gods. As in the original game, you and your friends trek through a vast landscape as you read branching storylines and meet vivid characters, but in this game you interact with the atlas on a deeper level — camping, exploring, overcoming obstacles, and searching for lost relics. </span></p>
<p><span>The new action system allows you even greater agency while you travel and explore. In addition to the exploration and quest system from the original game, Sleeping Gods: Distant Skies features a fresh spin on combat. Players now build a combat deck from which they draw a varied hand of cards to play, making each combat encounter a fresh and dynamic puzzle. </span></p>
<p><span>Although Sleeping Gods: Distant Skies builds on story elements in the first game, you do not need to play Sleeping Gods to enjoy this sequel. The game features new characters and storylines, explaining concepts from the original game as you encounter them. Return to the world of Sleeping Gods and experience a thrilling tale that hinges on your choices in a truly open-world experience!</span></p>",Intrafin,Uncategorized,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, Expeditie, Fantasy, Samenwerken, Sprookjeswereld, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/c1f9b03c-3fc4-4959-b5af-1625db447d84_1.png?v=1710253274,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Verhaal vertellen
Samenwerken",,,13+,Expert,,Bordspel,±120 minuten,Coöperatief,Engels,"Avontuur
Expeditie
Fantasy
Sprookjeswereld",,Red Raven Games,"'- Het vervolg op het fantastische Sleeping Gods.
- Vernieuwde mechanics en een diepgaand verhaal.",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-dungeons-eng,Sleeping Gods - Dungeons ENG,"<p data-mce-fragment=""1"">Sleeping Gods: Dungeons<strong><span> </span></strong><span>voegt zes kerkers toe aan Sleeping Gods. Elke kerker bevat een kaart en verhalen. In een kerker zal het spelverloop iets anders zijn dan in het gewone spel.</span><br><br><span>Elke kaart is gedrukt op dik karton (Letterformaat, 8,5×11 inch). Een apart kerkerboekje bevat alle beschrijvingen, ontmoetingen, en puzzels die je tijdens je verkenningstocht meemaakt.</span><br><br><span>Je krijgt toegang tot deze kerkers op specifieke plaatsen in de atlas van het Sleeping Gods basisspel. Als je op een plaats komt die een kerker bevat, kun je kiezen om uit het standaard verhalenboek te lezen, of in plaats daarvan de kerker te verkennen die daar ligt. Het opgegeven locatienummer staat in de linker bovenhoek van de kerkerkaart.</span><br><br><span>Elke kerker bevat gevaarlijke vallen, gemene monsters, en schatten die je kunt vinden. Omdat het verkennen van kerkers langer duurt dan een standaard locatie, zijn er een paar kleine veranderingen in het spelverloop als je er een betreedt. Terwijl je in de kerker bent, voeren de spelers om beurten elk twee acties uit, die bestaan uit het verplaatsen naar nieuwe kamers, het onderzoeken van je omgeving, en meer.</span></p>",Hotgames,,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, demo, Dobbelspel, Expeditie, Fantasy, Samenwerken, Strategisch, Uitbreiding, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Verhaal vertellen
Samenwerken",,,13+,Gemiddeld,,"Bordspel
Uitbreiding",±120 minuten,"Coöperatief
Dobbelen
Strategisch",Nederlands,"Avontuur
Expeditie
Fantasy",,Keep Exploring Games,"'- Prachtig ""sandbox"" avontuur, jij bepaalt waar je heen gaat in het verhaal.
- Makkelijk spelers toevoegen of weglaten uit het spel
",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-dungeons-nl,Sleeping Gods - Dungeons NL,"<p data-mce-fragment=""1"">Sleeping Gods: Dungeons<strong><span> </span></strong><span>voegt zes kerkers toe aan Sleeping Gods. Elke kerker bevat een kaart en verhalen. In een kerker zal het spelverloop iets anders zijn dan in het gewone spel.</span><br><br><span>Elke kaart is gedrukt op dik karton (Letterformaat, 8,5×11 inch). Een apart kerkerboekje bevat alle beschrijvingen, ontmoetingen, en puzzels die je tijdens je verkenningstocht meemaakt.</span><br><br><span>Je krijgt toegang tot deze kerkers op specifieke plaatsen in de atlas van het Sleeping Gods basisspel. Als je op een plaats komt die een kerker bevat, kun je kiezen om uit het standaard verhalenboek te lezen, of in plaats daarvan de kerker te verkennen die daar ligt. Het opgegeven locatienummer staat in de linker bovenhoek van de kerkerkaart.</span><br><br><span>Elke kerker bevat gevaarlijke vallen, gemene monsters, en schatten die je kunt vinden. Omdat het verkennen van kerkers langer duurt dan een standaard locatie, zijn er een paar kleine veranderingen in het spelverloop als je er een betreedt. Terwijl je in de kerker bent, voeren de spelers om beurten elk twee acties uit, die bestaan uit het verplaatsen naar nieuwe kamers, het onderzoeken van je omgeving, en meer.</span></p>",Hotgames,,Gezelschapsspel,"Avontuur, Bordspel, Coöperatief, Dobbelspel, Expeditie, Fantasy, Samenwerken, Strategisch, Uitbreiding, Verhaal vertellen",,Title,Default Title,,,,,,,,,0,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SleepingGodsDungeons2.jpg?v=1687203257,1,,,,,,,,,,,,,,,,,"1 speler
2 spelers
3 spelers
4 spelers",1 tot 4 spelers,,"Verhaal vertellen
Samenwerken",,,13+,Gemiddeld,,"Bordspel
Uitbreiding",±120 minuten,"Coöperatief
Dobbelen
Strategisch",Nederlands,"Avontuur
Expeditie
Fantasy",,Keep Exploring Games,"'- Prachtig ""sandbox"" avontuur, jij bepaalt waar je heen gaat in het verhaal.
- Makkelijk spelers toevoegen of weglaten uit het spel
",,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
sleeping-gods-dungeons-nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0644/2011/8784/files/SleepingGodsDungeons1.jpg?v=1687203257,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
